username;date;retweets;favorites;text;geo;mentions;hashtags;permalink
rauladorno1;2015-09-14 19:32;0;0;"Terremoto del 85 impulsa la insurgencia solidaria https:// youtu.be/0c1Z_CO1CNE vía @YouTube";;@YouTube;;https://twitter.com/rauladorno1/status/643568080669401088
tineidrim;2015-09-14 19:31;0;0;"Quem nunca simulou que estava em um terremoto para sambar #DançaNoMixTudo";;;#Dan;https://twitter.com/tineidrim/status/643567867024285696
RodoOcampo;2015-09-14 19:31;0;1;"Pero al sentir tus manos sobre las mias temblando de deseos y de caricias me eché en tus brazos senti calorrrrrrrrrrrrr";;;;https://twitter.com/RodoOcampo/status/643567851509563393
CLIMAMERIDA;2015-09-14 19:31;1;0;"#EARTHQUAKE mb 4.3 NEAR N COAST OF PAPUA, INDONESIA http:// bit.ly/1ORMbLP #SISMO";;;#EARTHQUAKE #SISMO;https://twitter.com/CLIMAMERIDA/status/643567832127553536
CarlySignorelli;2015-09-14 19:31;0;0;"@010_sho JAJAJAJA! No aguanto un cambio de clima, imaginate un temblor ! jajajajajajajaja";;@010_sho;;https://twitter.com/CarlySignorelli/status/643567828558315520
EARTHBROOK;2015-09-14 19:31;1;0;"Temblor mb 4.3 NEAR N COAST OF PAPUA, INDONESIA: Magnitude  mb 4.3Region  NEAR N COAST OF PAPUA, I... http:// bit.ly/1ORMbLP #worldWide";;;#worldWide;https://twitter.com/EARTHBROOK/status/643567813295104000
maxxislicoreria;2015-09-14 19:31;0;0;"En el terremoto de San Francisco, ocurrido en 1906, se perdieron 56 millones de litros de vino. #Wine";;;#Wine;https://twitter.com/maxxislicoreria/status/643567793724649472
House_Alfieri;2015-09-14 19:31;0;0;"Drinking a Streets of Bakersfield by Temblor Brewing Company - http:// untp.beer/s/c225278897";;;;https://twitter.com/House_Alfieri/status/643567731598589952
CACHO1NONLY;2015-09-14 19:31;0;0;"I liked a @YouTube video http:// youtu.be/_WxYODZYI9A?a Me Esta Llevando La Vida Qba Sismo Produce (Audio)";;@YouTube;;https://twitter.com/CACHO1NONLY/status/643567729853767680
House_Alfieri;2015-09-14 19:31;0;0;"Drinking a Pierce Road by Temblor Brewing Company - http:// untp.beer/s/c225278768 #photo";;;#photo;https://twitter.com/House_Alfieri/status/643567698023219200
Zoraida14_San;2015-09-14 19:31;0;0;""Habrá un terremoto inminente": Shiller alerta de una burbuja en la bolsa de EEUU http://www. economiahoy.mx/economia-eAm-m exico/noticias/7001753/09/15/Habra-un-terremoto-inminente-Shiller-alerta-de-una-burbuja-en-la-bolsa-de-EEUU.html … vía @eEamerica";;@eEamerica;;https://twitter.com/Zoraida14_San/status/643567656793186304
CICMoficial;2015-09-14 19:31;1;0;"Si hoy se presentara un sismo similar, habría un sistema de abastecimiento que depende aún de las mismas fuentes que en el 85: Guerrero V.";;;;https://twitter.com/CICMoficial/status/643567656155504640
kidymr;2015-09-14 19:30;0;0;"@valcdr si no estas temblando you ain't drinking enough coffee";;@valcdr;;https://twitter.com/kidymr/status/643567535724474368
bancaynegocios;2015-09-14 19:30;2;0;"Premio Nobel de economía prevé un “ terremoto ” en el mercado de valores de EE.UU. http:// bit.ly/1Ka46u2-";;;;https://twitter.com/bancaynegocios/status/643567528325849088
MxUlysses;2015-09-14 19:30;0;1;"Terremoto #CDMX http://www. ulisescastellanos.com.mx/content/terrem oto-cdmx/ … vía @mxulysses";;@mxulysses;#CDMX;https://twitter.com/MxUlysses/status/643567507320602625
yes_estaloca;2015-09-14 19:30;0;0;"Mascotas durante un sismo Sabías que 87% de mexicanos no cuenta con un plan de contingencia http:// buff.ly/1KmsSKQ pic.twitter.com/1gq5pmSO96";;;;https://twitter.com/yes_estaloca/status/643567503977906176
ConociendoPerro;2015-09-14 19:30;0;0;"Mascotas durante un sismo Sabías que 87% de mexicanos no cuenta con un plan de contingencia http:// buff.ly/1KmsSKR pic.twitter.com/o4dUGa83yF";;;;https://twitter.com/ConociendoPerro/status/643567469098049536
MxUlysses;2015-09-14 19:30;0;0;"Terremoto 7:19 http://www. ulisescastellanos.com.mx/albums/terremo to/ … vía @mxulysses";;@mxulysses;;https://twitter.com/MxUlysses/status/643567440505384962
onemichile;2015-09-14 19:29;6;1;"Hay muchas cosas para las que nunca vas a estar preparado. Para un terremoto sí. https://www. youtube.com/watch?v=60N-zo YdyxI … #cálmatepiensaactúa";;;#c;https://twitter.com/onemichile/status/643567396201041920
vananofk;2015-09-14 19:29;0;0;"Estoy temblando .";;;;https://twitter.com/vananofk/status/643567282690654208
GDancha;2015-09-14 19:29;0;0;"Ningún dejar de temblar mis manos";;;;https://twitter.com/GDancha/status/643567221386649600
NereaFutbolista;2015-09-14 19:29;1;1;"Sonrisas que hacen temblar . https:// twitter.com/NaziraCasco/st atus/643566062102032384 …";;;;https://twitter.com/NereaFutbolista/status/643567199559524352
1899Nacionalll;2015-09-14 19:29;0;0;"Tú cadera & la mía boom hacen un sismo";Uruguay;;;https://twitter.com/1899Nacionalll/status/643567174645350400
caroswg;2015-09-14 19:29;0;0;"Mi cuerpo empieza a temblar como puedes notar y pasa cada vez que hablo contigo";;;;https://twitter.com/caroswg/status/643567153908711424
Andreea1903;2015-09-14 19:28;0;0;"¿Qué te pone nervioso/a? — que me mire a los ojos, empiezo a temblar http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO6C72DTTKA7Q736DCNRKHV2XYNMYIYI2Z2MFZH4SQR3KKYPQFIJJQUH4DB7YEV7M2VONS5LPBR5UUARBEY3C53DWGP5B6MTGOHPZS2PFWD7SCSMUBQC2TTHDFMILWLAES3NVXGHNYUKYTFGLYDTQOPPYP7SFZZWHX6M6NPKJ47XTQI72VY= …";;;;https://twitter.com/Andreea1903/status/643567066482655232
mariacampesina;2015-09-14 19:28;0;2;"Caballero se le ofrece tomarse un terremoto ? Yo invito";;;;https://twitter.com/mariacampesina/status/643567035570626560
JCarreraTorres;2015-09-14 19:28;0;0;""Ciudad en vilo" llega a Chapultepec para recordar el terremoto de 1985 http://www. economiahoy.mx/cultura-eAm-mx /noticias/7002165/09/15/Ciudad-en-vilo-llega-a-Chapultepec-para-recordar-el-terremoto-de-1985.html … vía @eEamerica";;@eEamerica;;https://twitter.com/JCarreraTorres/status/643566968063131648
Cami_NavarreteE;2015-09-14 19:28;0;0;"Una semana con antibioticos!! Nooo! Quiero mi vaso de terremoto ahora!";;;;https://twitter.com/Cami_NavarreteE/status/643566944675872768
CANAL15NIC;2015-09-14 19:28;1;1;"#Nicaragua Ultimo sismo en El Sauce a la 5:09 de la tarde con una magnitud de 2.7 , segun INETER pic.twitter.com/hQbgfktgxM";;;#Nicaragua;https://twitter.com/CANAL15NIC/status/643566911817576448
sad_girlXxXz;2015-09-14 19:27;3;3;"Es que usted me altera el sistema nervioso, me pone a temblar , joder.";;;;https://twitter.com/sad_girlXxXz/status/643566893031419904
turismorama;2015-09-14 19:27;0;1;"Terremoto crea nueva isla en Pakistán http:// goo.gl/GmoYsR pic.twitter.com/4V6bLHQzJI";;;;https://twitter.com/turismorama/status/643566746708918272
RiverEternidad;2015-09-14 19:27;0;0;"Mucho trabajo dominando su cuerpo para no temblar . Todo el futuro para ponerse terco y ya no resbalar.";;;;https://twitter.com/RiverEternidad/status/643566685224615936
MalexaCastro;2015-09-14 19:26;0;0;"Soda Stereo - Cuando pase el temblor";;;;https://twitter.com/MalexaCastro/status/643566626869280768
wtfbexx;2015-09-14 19:26;0;0;"Tremi até o chão como um terremoto no Japão";;;;https://twitter.com/wtfbexx/status/643566593943932929
_xxfxp;2015-09-14 19:26;0;1;"Me pone a temblar solo con sentir su presencia.";Venezuela;;;https://twitter.com/_xxfxp/status/643566548108636160
A_Brittys;2015-09-14 19:26;0;0;"Nação contra nação, as guerras aumentando, o mundo em confusão! A peste, a fome e a sede, terremoto sem avisar..... http:// fb.me/5qsNsEygX";;;;https://twitter.com/A_Brittys/status/643566546707742720
elrafosaldanha;2015-09-14 19:26;0;0;"@FakeArtur Hahahaha! Eu tenho cara de quem faz piada!? Hahahah E aí? Pegou algum terremoto ?";;@FakeArtur;;https://twitter.com/elrafosaldanha/status/643566517079162881
Ar_Marinero;2015-09-14 19:25;1;1;"Chicho terremoto terremoto terremoto . . Yo me fui a la cama hace 3h a descansar.... #cabezaPLS";;;#cabezaPLS;https://twitter.com/Ar_Marinero/status/643566274933620736
_shutmeup;2015-09-14 19:25;0;0;"me tiembla la pierna se siente un terremoto";;;;https://twitter.com/_shutmeup/status/643566223029088256
CICMoficial;2015-09-14 19:24;1;0;"Guillermo Guerrero del CICM aborda la vulnerabilidad del sistema de agua que dejó al descubierto el sismo del 85, además de cuantiosos daños";;;;https://twitter.com/CICMoficial/status/643566088937082880
bertagonzalezsa;2015-09-14 19:24;1;2;""Cuando un colibrí se acerca a una flor, el mundo puede comenzar a temblar " @LaLucyconsuarte Para hacer en el campa pic.twitter.com/xl87V6AoJA";;@LaLucyconsuarte;;https://twitter.com/bertagonzalezsa/status/643566076220018688
iXioCedg;2015-09-14 19:24;0;0;"Tu cadera y la mía hacen un sismo .";;;;https://twitter.com/iXioCedg/status/643566075389435904
LanaPPerfection;2015-09-14 19:24;0;0;""I saved you, now save me" expliquenme esto, el terremoto en Granny's y ROBIN HABLANDO CON ZELENA";;;;https://twitter.com/LanaPPerfection/status/643566047090581508
KamuuGomez;2015-09-14 19:24;0;0;"Ir atrás del todo es como estar pasando por un terremoto";;;;https://twitter.com/KamuuGomez/status/643565947169673216
framqiitoh;2015-09-14 19:24;0;0;"#MendozaMaravillosa #Mendoza #Argentina #Zonda #Temblor #MismoDiaaa #MyGosh #AventuraDonde ? @… https:// instagram.com/p/7oRwcNCEdJ/";;@;#MendozaMaravillosa #Mendoza #Argentina #Zonda #Temblor #MismoDiaaa #MyGosh #AventuraDonde;https://twitter.com/framqiitoh/status/643565913946636288
AndreasGili;2015-09-14 19:23;0;0;"Aunque tal vez tu pienses que es un poco arriesgado, quiero decirte que también yo estoy temblando .";;;;https://twitter.com/AndreasGili/status/643565810615775232
Cami_Garcia28;2015-09-14 19:23;0;0;"Real que estoy temblando";;;;https://twitter.com/Cami_Garcia28/status/643565757033521152
NataliaMtzz17;2015-09-14 19:23;0;0;"Neta que empeze a temblar cuando lo vi";;;;https://twitter.com/NataliaMtzz17/status/643565672253927424
Sol_Lagunas;2015-09-14 19:23;0;1;"Temblor y zonda el mismo día, debe estar llegando el apocalipsis";;;;https://twitter.com/Sol_Lagunas/status/643565667887808512
dagneisamaity1;2015-09-14 19:22;0;1;"Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que consiga que sonrías aunque no puedas verle…";;;;https://twitter.com/dagneisamaity1/status/643565632236027904
NewsGDL;2015-09-14 19:22;0;0;"Vulnerables a un sismo , 80 por ciento de las construcciones en Guadalajara http:// dlvr.it/C8gRRd #pd";;;#pd;https://twitter.com/NewsGDL/status/643565526094995456
beleeeen010;2015-09-14 19:22;0;0;"Tengo una sed de terremoto terrible!";;;;https://twitter.com/beleeeen010/status/643565508273532928
Earthquake_rt;2015-09-14 19:22;0;0;"#SISMO mb 4.3 NEAR N COAST OF PAPUA, INDONESIA http:// dlvr.it/C8gTDg";;;#SISMO;https://twitter.com/Earthquake_rt/status/643565480775692288
Vilanova_0;2015-09-14 19:22;0;0;"@official_aoi bom dia ! nossa que foi aquilo ai no japâo . que esta anuciando direto aqui no brasil . tem a ver que terremoto ?";São João Batista, Brasil;@official_aoi;;https://twitter.com/Vilanova_0/status/643565478573670400
Earthquake_rt;2015-09-14 19:22;0;0;"#SISMO #Earthquake - Mag. 4.3 - NEAR N COAST OF PAPUA, #INDONESIA - 2015 September 14, 22:44:48 UTC: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459330#.VfdV_ZrQpiM.twitter … vía lastquake";;;#SISMO #Earthquake #INDONESIA #;https://twitter.com/Earthquake_rt/status/643565468125630464
kamycapone;2015-09-14 19:22;0;0;""Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que..." http:// tmblr.co/Zpn5Lx1uFJvhC";;;;https://twitter.com/kamycapone/status/643565463616811008
Earthquake_rt;2015-09-14 19:22;0;0;"#SISMO #Earthquake - Magnitude 4.7 - #GUAM REGION - 2015 September 14, 22:07:56 UTC: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459327#.VfdV2hloPf4.twitter … vía lastquake";;;#SISMO #Earthquake #GUAM #;https://twitter.com/Earthquake_rt/status/643565459267301376
msolmgimenez;2015-09-14 19:22;0;0;"Zonda, temblor , falta el granizo y... tachame la doble!!";;;;https://twitter.com/msolmgimenez/status/643565453261045760
alejandroituar1;2015-09-14 19:22;0;0;"Mañana tenemos que ver terremoto";;;;https://twitter.com/alejandroituar1/status/643565411762589696
fokusin;2015-09-14 19:22;0;1;"Porqué hablan de los culos de @CulaPrimera y @monicafreaza al mismo tiempo? Uds quieren q se genere un terremoto hijos de puta???";;@CulaPrimera @monicafreaza;;https://twitter.com/fokusin/status/643565393844547584
CICMoficial;2015-09-14 19:21;0;0;"Nuestro presidente Víctor Ortiz habla de la importancia de trabajar de manera conjunta a nivel gremial de forma preventiva ante un sismo";;;;https://twitter.com/CICMoficial/status/643565211035635712
ANTIPATIKO7;2015-09-14 19:21;0;0;"#SISMO mb 4.3 NEAR N COAST OF PAPUA, INDONESIA http:// dlvr.it/C8gTDg";;;#SISMO;https://twitter.com/ANTIPATIKO7/status/643565171072368644
EconomiaHoymx;2015-09-14 19:21;0;0;""Ciudad en vilo" llega a Chapultepec para recordar el terremoto de 1985 http:// bit.ly/1FJk10l pic.twitter.com/Adhv3vfD3I";;;;https://twitter.com/EconomiaHoymx/status/643565163157676032
osiras4010;2015-09-14 19:21;0;0;"Me gustó un video de @YouTube de @fipogames http:// youtu.be/AfJVrvhwM5o?a Temblor ctm!!!";;@YouTube @fipogames;;https://twitter.com/osiras4010/status/643565155528388608
Idoia300796;2015-09-14 19:21;0;1;"El era capaz de hacerme temblar sin tocarme.";;;;https://twitter.com/Idoia300796/status/643565152856604676
SofiLacruz;2015-09-14 19:20;1;7;"- Cuando surge todo de la nada, es cuando puedes empezar a temblar .";;;;https://twitter.com/SofiLacruz/status/643565017502248960
EUEntretenimien;2015-09-14 19:20;0;0;"Elena Poniatowska reseña cómo vivió el terremoto de México #Literatura http:// ow.ly/SczSh pic.twitter.com/pOJCpZ35aR";;;#Literatura;https://twitter.com/EUEntretenimien/status/643564986325966848
GuzPepaS;2015-09-14 19:20;0;0;"@WapaLaTurca Con taller , sin Taller hasta gritándome arrogante y queriendo meterme un vaso d terremoto a la juerza ... te Amuuu igual .";;@WapaLaTurca;;https://twitter.com/GuzPepaS/status/643564962435178496
JoKiiZz;2015-09-14 19:20;0;0;"#OxigenoyMalumaEnMiColegio #alvarocamargodelatorre Hay santisimo estoy como @paula_mayorga97 Temblando jajajajaja";Bogotá, D.C., Colombia;@paula_mayorga97;#OxigenoyMalumaEnMiColegio #alvarocamargodelatorre;https://twitter.com/JoKiiZz/status/643564953346142208
JoceMiranda_;2015-09-14 19:20;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad pic.twitter.com/3XXAw7FtAG";;;;https://twitter.com/JoceMiranda_/status/643564903211491328
noemyarevalo7;2015-09-14 19:20;0;0;"@MauHCorona mueve te a mi ritmo siente el magnetismo tu cadera la mia bom hacen un sismo";;@MauHCorona;;https://twitter.com/noemyarevalo7/status/643564901038854145
krash51;2015-09-14 19:20;0;0;"#SISMO #Earthquake - Mag. 4.3 - NEAR N COAST OF PAPUA, #INDONESIA - 2015 September 14, 22:44:48 UTC: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459330#.VfdV_ZrQpiM.twitter … vía @lastquake";;@lastquake;#SISMO #Earthquake #INDONESIA #;https://twitter.com/krash51/status/643564886476328960
wbrenneisen;2015-09-14 19:19;1;1;"@Oilleer @rcp01 BRASIL ERA PRA SER O MAIOR PAÍS DO MUNDO!!! NÃO TEM FURACÃO, TERREMOTO , TSUNAMI, NEVASCAS, MAS.. TEM PT, LULA E DILMA";;@Oilleer @rcp01;;https://twitter.com/wbrenneisen/status/643564804943310848
krash51;2015-09-14 19:19;0;0;"#SISMO #Earthquake - Magnitude 4.7 - #GUAM REGION - 2015 September 14, 22:07:56 UTC: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459327#.VfdV2hloPf4.twitter … vía @lastquake";;@lastquake;#SISMO #Earthquake #GUAM #;https://twitter.com/krash51/status/643564697464274944
joseluismg49;2015-09-14 19:18;0;0;"Temblo ? Puebla...";;;;https://twitter.com/joseluismg49/status/643564607424983041
camilagodoyg;2015-09-14 19:18;0;1;"Con todo lo que dormí no estoy enterada de lo que paso en el mundo, me acaban de decir que tembló y hasta hay Zonda, no entiendo nada";;;;https://twitter.com/camilagodoyg/status/643564602064830464
Jose_OrtizBoga;2015-09-14 19:18;0;3;"No lo puedo evitar...chiquilla me hace temblar ... dame la mano y nos pongamos a bailar...";Almería, Spain;;;https://twitter.com/Jose_OrtizBoga/status/643564566421635072
smokingjoseadam;2015-09-14 19:18;0;0;"SGKHAAKJAHAIABAAHUQVWV AY DIAO ES PERGECTA ES PERFECTA ME ENCANTO ESTOY TEMBLANDO";;;;https://twitter.com/smokingjoseadam/status/643564559828131840
NachaContreras;2015-09-14 19:18;0;0;"Ver Terremoto : La falla de San Andrés (San Andreas) (2015) Online http://www. peliculaschingonas.org/ver-terremoto- la-falla-de-san-andres-2015/ … vía @pelischingonas";;@pelischingonas;;https://twitter.com/NachaContreras/status/643564551066284042
mercedesvera2;2015-09-14 19:18;0;0;"Una cara hermosa y un cuerpo divino me ponen a temblar cada vez que lo miro y unos ojos tiernos donde se refleja mi destino..";;;;https://twitter.com/mercedesvera2/status/643564516731658240
eeella;2015-09-14 19:18;0;0;"Queridas(os) colegas: Este 18 vivan y dejen vivir. Hablan como si no se comieran la media empanada y se tomaran un terremoto de 1/2 litro.";;;;https://twitter.com/eeella/status/643564426185023489
vihferreira0;2015-09-14 19:17;0;0;"e eu sismo que a música é "piolho com salsicha" mas na verdade é "miojo com salsicha".";;;;https://twitter.com/vihferreira0/status/643564271536861185
L4G4by11;2015-09-14 19:17;0;0;"@MangelIsLaif Lo que van a temblar son los dientes después de que te coñacee #RubenElBorraTweets";;@MangelIsLaif;#RubenElBorraTweets;https://twitter.com/L4G4by11/status/643564229803536384
Gaanezhitaa;2015-09-14 19:16;0;0;""Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que..." http:// tmblr.co/ZthDur1uFIgV6";;;;https://twitter.com/Gaanezhitaa/status/643564113986256896
Fercha8_;2015-09-14 19:16;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad pic.twitter.com/ua3IorTLwM";;;;https://twitter.com/Fercha8_/status/643563900386983936
gudcom;2015-09-14 19:15;0;0;"@MoniqueAbdala Y eso? Tembló en tu ciudad?";;@MoniqueAbdala;;https://twitter.com/gudcom/status/643563760586633216
SobolBibi;2015-09-14 19:15;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad pic.twitter.com/iirMhiUFjz";;;;https://twitter.com/SobolBibi/status/643563684829073408
Deaits;2015-09-14 19:15;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad… http:// dlvr.it/C8gTtB";;;;https://twitter.com/Deaits/status/643563675794583555
nedrastites2970;2015-09-14 19:15;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad pic.twitter.com/sUsOSiea5e";;;;https://twitter.com/nedrastites2970/status/643563673881980931
eating_poppies;2015-09-14 19:15;0;1;"Yo sólo quiero no ponerme a temblar de rabia como el año pasado al ver las listas :D";;;;https://twitter.com/eating_poppies/status/643563670744768512
SoniaJux;2015-09-14 19:15;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad pic.twitter.com/SP5SpcWes0";;;;https://twitter.com/SoniaJux/status/643563663685582848
puqui_ori;2015-09-14 19:15;1;0;"Y la verdad es que no soy tan fuerte como lo pensaba Mi voz se quiebra estoy temblando de miedo Pues sin ti no soy nada";;;;https://twitter.com/puqui_ori/status/643563661097832449
sariIvoorhiesI;2015-09-14 19:15;0;0;"El rostro del DF a 30 años del sismo : cambió a personas y cambió la configuración de la ciudad pic.twitter.com/dTgcwouGLA";;;;https://twitter.com/sariIvoorhiesI/status/643563653166268418
laumirex;2015-09-14 19:14;0;0;"@hoesdixon ainda nao mas a mao do cartao ta com um terremoto com a escala mais alta em Ritchier";;@hoesdixon;;https://twitter.com/laumirex/status/643563624712273920
